chromosome,chromStart,chromEnd,strand,symbol,GeneID,feature_interval_length
chr6,13867735,13871518,-,2610001J05Rik,66520,3784
chr6,14713822,14755274,-,Ppp1r3a,140491,41453
chr6,14901349,15441977,+,Foxp2,114142,540629
chr6,15720566,15802169,+,Mdfic,16543,81604
chr6,16830927,16898464,-,Tfec,21426,67538
chr6,17065149,17105825,+,Tes,21753,40677
chr6,17281185,17289130,+,Cav2,12390,7946
chr6,17306335,17341328,+,Cav1,12389,34994
chr6,17463349,17573980,+,Met,17295,110632
chr6,17637010,17666972,+,Capza2,12343,29963
chr6,17693901,17943023,+,St7,64213,249123
chr6,17985474,18032772,-,Wnt2,22413,47299
chr6,18050964,18109061,-,Asz1,74068,58098
chr6,18170687,18322770,+,Cftr,12638,152084
chr6,18366471,18515217,-,Cttnbp2,30785,148747
chr6,18848635,18854052,+,Lsm8,76522,5418
chr6,18855842,18879589,+,Ankrd7,75196,23748
chr6,21215346,21729805,+,Kcnd2,16508,514460
chr6,21771391,21879596,-,Tspan12,269831,108206
chr6,21949571,21976038,+,Ing3,71777,26468
chr6,21985710,22256407,+,Cped1,214642,270698
chr6,22288178,22298522,+,Wnt16,93735,10345
chr6,22306520,22356081,-,Fam3c,27999,49562
chr6,22875315,23052916,+,Ptprz1,19283,177602
chr6,23072173,23132986,-,Aass,30956,60814
chr6,23245044,23250936,-,Fezf1,73191,5893
chr6,23262773,23841175,-,Cadps2,320405,578403
chr6,23648869,23650305,-,Rnf133,386611,1437
chr6,23653895,23655136,-,Rnf148,71300,1242
chr6,23969161,23970060,-,Tas2r118,387347,900
chr6,24088283,24168119,-,Slc13a1,55961,79837
chr6,24444865,24515067,-,Iqub,214704,70203
chr6,24518662,24527690,-,Ndufa5,68202,9029
chr6,24528144,24573164,+,Asb15,78910,45021
chr6,24597771,24605414,+,Lmod2,93677,7644
chr6,24613810,24664995,-,Wasl,73178,51186
chr6,24733245,24745452,+,Hyal6,74409,12208
chr6,24748367,24766519,+,Hyal4,77042,18153
chr6,24791188,24801048,+,Spam1,20690,9861
chr6,24857937,24891959,+,Hyal5,74468,34023
chr6,24951141,24956125,-,Tmem229a,319832,4985
chr6,25668523,25689980,-,Gpr37,14763,21458
chr6,25743940,25809277,-,Pot1a,101185,65338
chr6,27275121,28135146,-,Grm8,14823,860026
chr6,28210548,28398033,-,Zfp800,627049,187486
chr6,28416603,28421724,-,Gcc1,74375,5122
chr6,28423604,28426602,+,Arf5,11844,2999
chr6,28427870,28438622,+,Fscn3,56223,10753
chr6,28442334,28449340,-,Pax4,18506,7007
chr6,28480337,28935162,+,Snd1,56463,454826
chr6,28828126,28831747,-,Lrrc4,192198,3622
chr6,29060221,29073876,+,Lep,16846,13656
chr6,29123573,29164724,-,Rbm28,68272,41152
chr6,29169230,29179584,-,Prrt4,101359,10355
chr6,29200436,29216364,-,Impdh1,23917,15929
chr6,29272488,29275449,+,Hilpda,69573,2962
chr6,29277528,29290684,+,Fam71f2,245884,13157
chr6,29313469,29336022,+,Fam71f1,330277,22554
chr6,29348106,29376675,+,Calu,12321,28570
chr6,29376671,29380513,-,Opn1sw,12057,3843
chr6,29396574,29426995,+,Ccdc136,232664,30422
chr6,29433153,29461889,+,Flnc,68794,28737
chr6,29467783,29470509,+,Atp6v1f,66144,2727
chr6,29471437,29473429,+,Atp6v1fnb,668210,1993
chr6,29473162,29508003,-,Kcp,333088,34842
chr6,29526130,29541869,+,Irf5,27056,15740
chr6,29540827,29609858,-,Tnpo3,320938,69032
chr6,29694214,29718558,+,Tspan33,232670,24345
chr6,29735497,29761366,+,Smo,319757,25870
chr6,29768379,29912310,+,Ahcyl2,74340,143932
chr6,29916976,29959681,+,Strip2,320609,42706
chr6,30047985,30153458,+,Nrf1,18181,105474
chr6,30211289,30304539,-,Ube2h,22214,93251
chr6,30366384,30391049,-,Zc3hc1,232679,24666
chr6,30401517,30455179,+,Klhdc10,76788,53663
chr6,30481022,30509787,-,Tmem209,72649,28766
chr6,30509791,30520254,+,Ssmem1,75647,10464
chr6,30541642,30564476,+,Cpa2,232680,22835
chr6,30568369,30592418,+,Cpa4,71791,24050
chr6,30611010,30631745,+,Cpa5,74649,20736
chr6,30639218,30645361,+,Cpa1,109697,6144
chr6,30653457,30710517,-,Cep41,83922,57061
chr6,30733506,30748466,+,Mest,17294,14961
chr6,30747554,30896815,-,Copg2,54160,149262
chr6,30896981,30921570,-,Tsga13,116732,24590
chr6,30956021,30958990,-,Klf14,619665,2970
chr6,31398828,31516809,+,Mkln1,27418,117982
chr6,31519493,31563937,-,Podxl,27205,44445
chr6,32050288,32059062,+,1700012A03Rik,76382,8775
chr6,32144543,32588192,-,Plxna4,243743,443650
chr6,32792207,33060273,-,Chchd3,66075,268067
chr6,33249090,33973979,+,Exoc4,20336,724890
chr6,34029245,34134034,+,Lrguk,74354,104790
chr6,34155872,34177054,-,Slc35b4,58246,21183
chr6,34303930,34317489,-,Akr1b3,11677,13560
chr6,34354146,34368461,+,Akr1b8,14187,14316
chr6,34384247,34396949,+,Akr1b10,67861,12703
chr6,34412362,34423137,+,Akr1b7,11997,10776
chr6,34476356,34505136,+,Bpgm,12183,28781
chr6,34598495,34775469,+,Cald1,109624,176975
chr6,34780432,34860939,+,Agbl3,76223,80508
chr6,34863146,34874946,+,Tmem140,68487,11801
chr6,34871771,34878065,-,Cyren,78412,6295
chr6,34880426,34910831,-,Wdr91,101240,30406
chr6,34920163,34939344,+,Stra8,20899,19182
chr6,34945286,34988495,-,Slc23a4,243753,43210
chr6,35022065,35133754,-,Cnot4,53621,111690
chr6,35177616,35247599,+,Nup205,70699,69984
chr6,35267953,35308126,-,Slc13a4,243755,40174
chr6,35312743,35326141,-,Fam180a,208164,13399
chr6,35508824,35539888,-,Mtpn,14489,31065
chr6,36387991,36528638,+,Chrm2,243764,140648
chr6,36714924,36810179,-,Ptn,19242,95256
chr6,36715762,36761409,+,LOC115490345,115490345,45648
chr6,36837381,37300955,-,Dgki,320127,463575
chr6,37327255,37442276,-,Creb3l2,208647,115022
chr6,37529978,37574921,+,Akr1d1,208665,44944
chr6,37870811,37968445,+,Trim24,21848,97635
chr6,37983739,38047009,-,Svopl,320590,63271
chr6,38048483,38124586,-,Atp6v0a4,140494,76104
chr6,38109353,38115806,+,Tmem213,77522,6454
chr6,38123174,38254139,-,D630045J12Rik,330286,130966
chr6,38287394,38299259,-,Zc3hav1l,209032,11866
chr6,38305286,38355352,-,Zc3hav1,78781,50067
chr6,38381464,38427647,+,Ttc26,264134,46184
chr6,38433925,38512763,+,Ubn2,320538,78839
chr6,38534861,38539449,+,Fmc1,66117,4589
chr6,38551334,38609953,+,Luc7l2,192196,58620
chr6,38616329,38638815,-,Klrg2,74253,22487
chr6,38663069,38680865,+,Clec2l,665180,17797
chr6,38687512,38876331,-,Hipk2,15258,188820
chr6,38864159,39084590,+,Tbxas1,21391,220432
chr6,39086412,39118349,-,Parp12,243771,31938
chr6,39136620,39206773,-,Kdm7a,338523,70154
chr6,39334770,39377725,-,Slc37a3,72144,42956
chr6,39380709,39390666,+,Rab19,19331,9958
chr6,39397804,39423299,-,Mkrn1,54484,25496
chr6,39462374,39558145,-,Dennd2a,209773,95772
chr6,39573844,39588769,+,Adck2,57869,14926
chr6,39592565,39599843,+,Ndufb2,68198,7279
chr6,39603231,39725658,-,Braf,109880,122428
chr6,39801804,39810936,-,Mrps33,14548,9133
chr6,39871230,40255150,+,Tmem178b,434008,383921
chr6,40325076,40397570,+,Agk,69923,72495
chr6,40401375,40436135,-,E330009J07Rik,243780,34761
chr6,40435246,40466815,+,Wee2,381759,31570
chr6,40471414,40481823,+,Ssbp1,381760,10410
chr6,40491238,40492239,+,Tas2r137,574417,1002
chr6,40493592,40494485,+,Tas2r108,57253,894
chr6,40514820,40519535,-,Prss37,67690,4716
chr6,40544036,40544977,-,Olfr461,258380,942
chr6,40569152,40572504,+,Olfr460,258381,3353
chr6,40574898,40585805,-,Clec5a,23845,10908
chr6,40612315,40613310,-,Tas2r138,387513,996
chr6,40628831,40769123,+,Mgam,232714,140293
chr6,40878794,40887494,-,Moxd2,194357,8701
chr6,40895262,40900387,-,Prss58,232717,5126
chr6,40920437,40941041,-,1700074P13Rik,73481,20605
chr6,40964772,40968427,+,1810009J06Rik,73626,3656
chr6,40995822,40999479,-,Gm2663,100040208,3658
chr6,41030268,41035509,-,2210010C04Rik,67373,5242
chr6,41302272,41305533,+,Try4,22074,3262
chr6,41311232,41314710,-,Try5,103964,3479
chr6,41354105,41357944,+,Try10,436522,3840
chr6,41373759,41377613,-,Prss3,22073,3855
chr6,41392356,41397256,+,Gm5771,436523,4901
chr6,41442214,41446097,-,Gm10334,100040233,3884
chr6,41458930,41463786,+,Prss1,114228,4857
chr6,41521776,41525079,+,Prss2,22072,3304
chr6,41603834,41620509,+,Ephb6,13848,16676
chr6,41620619,41636405,-,Trpv6,64177,15787
chr6,41651661,41681224,-,Trpv5,194352,29564
chr6,41684347,41685717,+,Llcfc1,76606,1371
chr6,41686329,41704334,-,Kel,23925,18006
chr6,41771353,41772297,-,Olfr459,258569,945
chr6,41847549,41852065,+,Pip,18716,4517
chr6,41860307,41864413,+,Sval2,84543,4107
chr6,41951628,41956098,+,Sval1,71578,4471
chr6,41968140,41973090,+,Sval3,387564,4951
chr6,42038394,42042851,+,Sva,20939,4458
chr6,42140936,42141895,+,Tas2r139,353148,960
chr6,42215328,42216287,+,Tas2r144,387515,960
chr6,42245935,42250441,+,Gstk1,76263,4507
chr6,42261932,42264555,+,Tmem139,109218,2624
chr6,42264902,42282508,+,Casp2,12366,17607
chr6,42284851,42315764,+,Clcn1,12723,30914
chr6,42315305,42324640,-,Fam131b,76156,9336
chr6,42349511,42360213,+,Zyx,22793,10703
chr6,42358487,42373314,-,Epha1,13835,14828
chr6,42400238,42401119,+,Tas2r143,387514,882
chr6,42405529,42406494,+,Tas2r135,387512,966
chr6,42434535,42435461,+,Tas2r126,387353,927
chr6,42460076,42461017,-,Olfr458,258436,942
chr6,42471235,42472176,-,Olfr457,258989,942
chr6,42486163,42487214,-,Olfr456,259144,1052
chr6,42538067,42539020,-,Olfr455,546896,954
chr6,42587213,42597372,-,Tcaf3,403088,10160
chr6,42623043,42645041,-,Tcaf2,232748,21999
chr6,42667999,42710131,-,Tcaf1,77574,42133
chr6,42744039,42744992,+,Olfr453,258016,954
chr6,42762054,42763007,+,Olfr38,258988,954
chr6,42790041,42790994,+,Olfr452,258207,954
chr6,42817473,42818405,+,Olfr450,258437,933
chr6,42834416,42838882,+,Olfr449,259067,4467
chr6,42896453,42897385,+,Olfr448,258270,933
chr6,42911525,42912457,+,Olfr447,258990,933
chr6,42927233,42928159,+,Olfr446,258292,927
chr6,42955500,42956432,+,Olfr444,258650,933
chr6,43115744,43116676,+,Olfr441,258649,933
chr6,43153307,43154239,+,Olfr237-ps1,258648,933
chr6,43167060,43167992,+,Olfr437,258293,933
chr6,43173988,43174920,+,Olfr13,18310,933
chr6,43201646,43202587,+,Olfr435,258647,942
chr6,43216915,43217880,+,Olfr434,258366,966
chr6,43235610,43236575,+,Olfr47,18346,966
chr6,43265644,43289320,+,Arhgef5,54324,23677
chr6,43303674,43310072,-,Nobox,18291,6399
chr6,43339576,43667792,-,Tpk1,29807,328217
chr6,45060061,47301393,+,Cntnap2,66797,2241333
chr6,47453732,47526144,+,Cul1,26965,72413
chr6,47530274,47595270,-,Ezh2,14056,64997
chr6,47584180,47601088,+,LOC115490385,115490385,16909
chr6,47652901,47657148,+,Gm40369,105244833,4248
chr6,47662592,47665812,+,Gm40367,105244831,3221
chr6,47669367,47675070,+,Gm40365,105244829,5704
chr6,47675582,47678797,+,Gm36327,102640203,3216
chr6,47679907,47682091,+,Gm40364,105244828,2185
chr6,47682344,47738326,+,Gm40363,105244826,55983
chr6,47796141,47813512,-,Pdia4,12304,17372
chr6,47815536,47836197,-,Zfp786,330301,20662
chr6,47835633,47873542,+,Zfp398,272347,37910
chr6,47877209,47908485,+,Zfp282,101095,31277
chr6,47920568,47932639,+,Zfp212,232784,12072
chr6,47953390,47965300,+,Zfp956,101197,11911
chr6,48017660,48050004,-,Zfp777,72306,32345
chr6,48062391,48086986,-,Zfp746,69228,24596
chr6,48394643,48419855,+,Krba1,77827,25213
chr6,48427692,48445992,-,Zfp467,68910,18301
chr6,48446230,48501262,+,Sspo,243369,55033
chr6,48537569,48541801,+,Atp6v0e2,76252,4233
chr6,48554780,48570722,+,Lrrc61,243371,15943
chr6,48569696,48572845,-,Rarres2,71660,3150
chr6,48589445,48590584,+,Gm5111,330305,1140
chr6,48593883,48599082,+,Repin1,58887,5200
chr6,48601980,48623227,+,Zfp775,243372,21248
chr6,48647186,48660875,+,Gimap8,243374,13690
chr6,48676121,48679116,+,Gimap9,317758,2996
chr6,48684578,48692062,+,Gimap4,107526,7485
chr6,48701583,48708244,-,Gimap6,231931,6662
chr6,48718621,48724636,+,Gimap7,231932,6016
chr6,48739047,48743795,+,Gimap1,16205,4749
chr6,48746197,48754200,+,Gimap5,317757,8004
chr6,48764464,48770851,-,Gimap3,83408,6388
chr6,48833811,48845948,-,Tmem176b,65963,12138
chr6,48841483,48845364,+,Tmem176a,66058,3882
chr6,48860329,48866083,+,Gm7932,666105,5755
chr6,48895255,48909188,+,Aoc1,76507,13934
chr6,48929896,48933687,+,Doxl1,69761,3792
chr6,48974946,48978745,+,Doxl2,243376,3800
chr6,48986861,48991725,+,Svs1,243377,4865
chr6,49036518,49058182,+,Gpnmb,93695,21665
chr6,49073795,49139144,+,Malsu1,75593,65350
chr6,49085218,49215469,-,Igf2bp3,140488,130252
chr6,49243921,49264248,-,Tra2a,101214,20328
chr6,49319269,49341587,+,Ccdc126,57895,22319
chr6,49366921,49389905,+,Fam221a,231946,22985
chr6,49395483,49469506,+,Stk31,77485,74024
chr6,49822710,49829507,+,Npy,109648,6798
chr6,50110228,50199154,+,Mpp6,56524,88927
chr6,50207401,50263857,-,Gsdme,54722,56457
chr6,50293327,50456354,-,Osbpl3,71720,163028
chr6,50562563,50566569,-,Cycs,13063,4007
chr6,50573302,50596852,-,4921507P07Rik,70821,23551
chr6,50650672,50654445,-,Npvf,60531,3774
chr6,51222957,51280572,-,Gm38821,105242668,57616
chr6,51432669,51458772,+,Nfe2l3,18025,26104
chr6,51460434,51470048,-,Hnrnpa2b1,53379,9615
chr6,51470154,51483704,+,Cbx3,12417,13551
chr6,51523900,51590679,+,Snx10,71982,66780
chr6,51859165,52012549,-,Skap2,54353,153385
chr6,52155367,52160007,-,Hoxa1,15394,4641
chr6,52162417,52164831,-,Hoxa2,15399,2415
chr6,52169059,52213067,-,Hoxa3,15400,44009
chr6,52189682,52191703,-,Hoxa4,15401,2022
chr6,52201754,52204587,-,Hoxa5,15402,2834
chr6,52204858,52208672,-,Hoxa6,15403,3815
chr6,52215623,52218573,-,Hoxa7,15404,2951
chr6,52223097,52227370,-,Hoxa9,15405,4274
chr6,52231197,52240854,-,Hoxa10,15395,9658
chr6,52242105,52245810,-,Hoxa11,15396,3706
chr6,52258853,52260880,-,Hoxa13,15398,2028
chr6,52313498,52318389,+,Evx1,14028,4892
chr6,52546230,52640300,-,Hibadh,58875,94071
chr6,52713692,52766780,+,Tax1bp1,52440,53089
chr6,52768065,53068624,-,Jazf1,231986,300560
chr6,53287226,53700364,+,Creb5,231991,413139
chr6,53815468,53820825,-,Tril,66873,5358
chr6,53873121,53978673,-,Cpvl,71287,105553
chr6,54039932,54301812,+,Chn2,69993,261881
chr6,54326756,54343436,+,Prr15,78004,16681
chr6,54429218,54503768,+,Wipf3,330319,74551
chr6,54474794,54566517,-,Scrn1,69938,91724
chr6,54577602,54597344,-,Fkbp14,231997,19743
chr6,54595111,54645823,+,Plekha8,231999,50713
chr6,54681624,54703855,+,Mturn,68235,22232
chr6,54816916,54890224,+,Znrf2,387524,73309
chr6,54923942,54972674,-,Nod1,107607,48733
chr6,54985095,54992960,-,Ggct,110175,7866
chr6,55038001,55079504,+,Gars,353172,41504
chr6,55090048,55133016,-,Crhr2,12922,42969
chr6,55170627,55174990,-,Inmt,21743,4364
chr6,55203350,55320223,+,Mindy4,330323,116874
chr6,55336299,55348555,+,Aqp1,11826,12257
chr6,55376295,55388530,+,Ghrhr,14602,12236
chr6,55451501,55501455,+,Adcyap1r1,11517,49955
chr6,55677818,55681263,-,Neurod6,11922,3446
chr6,55805290,55978743,+,Itprid1,232016,173454
chr6,56017497,56032689,+,Ppp1r17,19051,15193
chr6,56069798,56652510,-,Pde1c,18575,582713
chr6,56701063,56704699,-,Lsm5,66373,3637
chr6,56714839,56761912,+,Avl9,78937,47074
chr6,56777525,56797813,-,Kbtbd2,210973,20289
chr6,56794448,56798426,+,LOC115490387,115490387,3979
chr6,56832059,56879360,+,Fkbp9,27055,47302
chr6,56882400,56924008,-,Nt5c3,107569,41609
chr6,56923914,56957608,+,Vmn1r4,171194,33695
chr6,56985342,56986289,+,Vmn1r5,171192,948
chr6,57002355,57003266,+,Vmn1r6,171193,912
chr6,57024338,57025273,-,Vmn1r7,434016,936
chr6,57035913,57037125,+,Vmn1r8,171205,1213
chr6,57070895,57071945,+,Vmn1r9,171203,1051
chr6,57113425,57114360,+,Vmn1r10,113858,936
chr6,57137353,57138252,+,Vmn1r11,113860,900
chr6,57158920,57159843,+,Vmn1r12,626397,924
chr6,57209858,57210760,+,Vmn1r13,113862,903
chr6,57226155,57234350,+,Vmn1r14,113864,8196
chr6,57258149,57259048,+,Vmn1r15,113863,900
chr6,57320739,57323635,-,Vmn1r16,171202,2897
chr6,57360467,57361378,-,Vmn1r17,171189,912
chr6,57389668,57390567,-,Vmn1r18,171199,900
chr6,57404464,57405390,+,Vmn1r19,171200,927
chr6,57431691,57432602,+,Vmn1r20,434017,912
chr6,57506502,57535552,-,Ppm1k,243382,29051
chr6,57580992,57665136,+,Herc6,67138,84145
chr6,57684739,57692078,-,Pyurf,66459,7340
chr6,57702455,57739449,+,Lancl2,71835,36995
chr6,57752264,57827983,-,Vopp1,232023,75720
chr6,57843564,57844457,-,Vmn1r21,171201,894
chr6,57900082,57900990,-,Vmn1r22,171196,909
chr6,57925883,57926791,-,Vmn1r23,171197,909
chr6,57955641,57956531,-,Vmn1r24,171191,891
chr6,57978394,57979302,-,Vmn1r25,113865,909
chr6,58008183,58009202,-,Vmn1r26,171190,1020
chr6,58215106,58216017,-,Vmn1r27,171206,912
chr6,58262307,58266660,+,Vmn1r28,171198,4354
chr6,58307297,58308208,+,Vmn1r29,113859,912
chr6,58434848,58443624,-,Vmn1r30,171195,8777
chr6,58471967,58472878,-,Vmn1r31,626828,912
chr6,58584491,58692451,+,Abcg2,26357,107961
chr6,58831455,58920398,+,Herc3,73998,88944
chr6,58905233,58907126,-,Nap1l5,58243,1894
chr6,58933536,59024502,-,Fam13a,58909,90967
chr6,59208870,59212033,+,Tigd2,68140,3164
chr6,59344500,59426306,-,Gprin3,243385,81807
chr6,60731573,60829855,-,Snca,20617,98283
chr6,60944317,60989378,+,Mmrn1,70945,45062
chr6,61179960,62382863,+,Ccser1,232035,1202904
chr6,63256006,64704321,+,Grid2,14804,1448316
chr6,64729125,64731245,+,Atoh1,11921,2121
chr6,65042591,65116061,+,Smarcad1,13990,73471
chr6,65117293,65144981,-,Hpgds,54486,27689
chr6,65381294,65458150,+,Qrfprl,243407,76857
chr6,65590398,65634040,+,Tnip3,414084,43643
chr6,65671611,65712323,+,Ndnf,68169,40713
chr6,65777656,65937622,+,Prdm5,70779,159967
chr6,65952571,65954014,+,4930544G11Rik,67653,1444
chr6,66535221,66541107,+,Mad2l1,56150,5887
chr6,66552183,66559708,-,Vmn1r32,171188,7526
chr6,66611651,66612568,-,Vmn1r33,171187,918
chr6,66636823,66637752,-,Vmn1r34,546901,930
chr6,66678794,66679684,-,Vmn1r35,171185,891
chr6,66715972,66716889,-,Vmn1r36,171184,918
chr6,66731392,66732300,+,Vmn1r37,171183,909
chr6,66776222,66777130,-,Vmn1r38,171186,909
chr6,66804415,66805332,-,Vmn1r39,546903,918
chr6,66896397,67021361,+,Gng12,14701,124965
chr6,67035096,67037407,-,Gadd45a,13197,2312
chr6,67266979,67289302,+,Serbp1,66870,22324
chr6,67285986,67376293,-,Il12rb2,16162,90308
chr6,67422932,67491855,-,Il23r,209590,68924
chr6,67534059,67535822,-,Tacstd2,56753,1764
chr6,70765720,70792175,-,Rpia,19895,26456
chr6,70844484,70905241,+,Eif2ak3,13666,60758
chr6,70913089,70951095,-,Tex37,74221,38007
chr6,70956606,70961066,+,Foxi3,232077,4461
chr6,71124589,71125001,+,Rpl34-ps1,619547,413
chr6,71128166,71144380,-,Thnsl2,232078,16215
chr6,71199879,71205034,+,Fabp1,14080,5156
chr6,71213940,71262281,-,Smyd1,12180,48342
chr6,71271677,71286825,+,Krcc1,57896,15149
chr6,71293765,71302880,+,Gm1070,381785,9116
chr6,71322788,71337492,+,Cd8b1,12526,14705
chr6,71373427,71379171,+,Cd8a,12525,5745
chr6,71388634,71440637,-,Rmnd5a,68477,52004
chr6,71493844,71510880,+,Rnf103,22644,17037
chr6,71543831,71582609,+,Chmp3,66700,38779
chr6,71588970,71632990,-,Kdm3a,104263,44021
chr6,71707429,71810710,+,Reep1,52250,103282
chr6,71812997,71823784,-,Mrpl35,66223,10788
chr6,71831091,71875266,+,Immt,76614,44176
chr6,71880638,71908773,-,Ptcd3,69956,28136
chr6,71909053,71979435,+,Polr1a,20019,70383
chr6,72097552,72154571,+,St3gal5,20454,57020
chr6,72206174,72235780,-,Atoh8,71093,29607
chr6,72304610,72314373,+,Sftpb,20388,9764
chr6,72318676,72345208,-,Usp39,28035,26533
chr6,72347034,72353162,+,0610030E20Rik,68364,6129
chr6,72355483,72359762,+,Tmem150a,232086,4280
chr6,72359712,72366994,-,Rnf181,66510,7283
chr6,72368049,72380468,-,Vamp5,53620,12420
chr6,72385221,72390667,-,Vamp8,22320,5447
chr6,72414279,72433359,+,Ggcx,56316,19081
chr6,72432796,72439556,-,Mat2a,232087,6761
chr6,72513641,72534206,-,Sh2d6,71130,20566
chr6,72538282,72562983,+,Capg,12332,24702
chr6,72565922,72598431,-,Elmod3,232089,32510
chr6,72598602,72607488,+,Retsat,67442,8887
chr6,72608420,72617000,-,Tgoln1,22134,8581
chr6,72626371,72789045,-,Tcf7l1,21415,162675
chr6,72841114,72899979,-,Kcmf1,74287,58866
chr6,72957347,72958748,-,Tmsb10,19240,1402
chr6,73017603,73222227,-,Dnah6,330355,204625
chr6,73248505,73276907,+,Suclg1,56451,28403
chr6,73287603,73289836,-,Gm40378,105244844,2234
chr6,73468573,73469667,-,4931417E11Rik,66740,1095
chr6,76881637,77979815,-,Ctnna2,12386,1098179
chr6,77229210,77259915,+,Lrrtm1,74342,30706
chr6,78370885,78373466,+,Reg3b,18489,2582
chr6,78375874,78378865,-,Reg3d,30053,2992
chr6,78380709,78383839,+,Reg3a,19694,3131
chr6,78405155,78408099,+,Reg2,19693,2945
chr6,78425983,78428668,+,Reg1,19692,2686
chr6,78466269,78468874,-,Reg3g,19695,2606
chr6,79818031,79818364,+,Gm20594,100463512,334
chr6,80018858,80810162,+,Lrrtm4,243499,791305
chr6,81910562,81959098,+,Gcfc2,330361,48537
chr6,81957826,81965949,-,Mrpl19,56284,8124
chr6,82041048,82093099,+,Eva1a,232146,52052
chr6,82402003,82560104,+,Tacr1,21336,158102
chr6,82616532,82653043,-,Pole4,66979,36512
chr6,82725025,82774454,-,Hk2,15277,49430
chr6,82911884,82939769,-,Sema4f,20355,27886
chr6,82946908,83030309,+,M1ap,110958,83402
chr6,83030932,83033495,-,Dok1,13448,2564
chr6,83034205,83052566,+,Loxl3,16950,18362
chr6,83051266,83054571,-,Htra2,64704,3306
chr6,83054495,83057682,+,Aup1,11993,3188
chr6,83057747,83067313,+,Dqx1,93838,9567
chr6,83068325,83070225,-,Tlx2,21909,1901
chr6,83077552,83080855,+,Pcgf1,69837,3304
chr6,83086365,83088243,+,Lbx2,16815,1879
chr6,83101516,83109121,+,Ccdc142,243510,7606
chr6,83109108,83109932,+,Mrpl53,68499,825
chr6,83115506,83118902,+,Mogs,57377,3397
chr6,83119044,83121461,-,Wbp1,22377,2418
chr6,83121765,83125119,-,Ino80b,70020,3355
chr6,83135505,83152579,+,Rtkn,20166,17075
chr6,83152710,83156524,-,Wdr54,75659,3815
chr6,83156404,83162975,+,1700003E16Rik,71837,6572
chr6,83165909,83200118,+,Dctn1,13191,34210
chr6,83207580,83304945,+,Slc4a5,232156,97366
